,open,high,low,close,volume,quote_asset_volume,SMA_20,EMA_20,SMA_50,EMA_50,SMA_200,EMA_200,symbol,date
2025-01-02 17:40:44.556993,33526.56649104518,33526.56649104518,32029.8590237097,32184.758478711978,1942909.3759925144,62532069012.34408,37225.1323389944,36658.0979102405,,40217.25769572034,,43519.28520872564,BTCUSDT,2025-01-02
2025-01-03 17:40:44.556993,32184.758478711978,32184.758478711978,31668.213804281873,31801.737949721482,1400005.4652190087,44522606933.07283,36682.57990162142,36195.58743781012,,39887.23731352431,,43402.692698685794,BTCUSDT,2025-01-03
2025-01-04 17:40:44.556993,31801.737949721482,32373.977964735226,31801.737949721482,32316.50962333162,2755990.2980012274,89063986987.16525,36137.027069321055,35826.15145547884,,39590.34603155597,,43292.382419329035,BTCUSDT,2025-01-04
2025-01-05 17:40:44.556993,32316.50962333162,32364.894936886292,31989.62175327426,32177.258345080278,4608324.686086857,148283253962.22775,35642.965446411385,35478.63782591707,,39299.636710517705,,43181.78416983403,BTCUSDT,2025-01-05
2025-01-06 17:40:44.556993,32177.258345080278,32654.624922850504,31690.95502933092,32172.789976090713,4110488.5917838346,132245886162.57819,35172.61480758172,35163.79517355265,,39020.1525248539,,43072.24193905052,BTCUSDT,2025-01-06
2025-01-07 17:40:44.556993,32172.789976090713,32214.399022905363,31893.51977763162,32053.959400268493,3765617.9200884216,120702963927.43776,34773.16734591862,34867.620338001776,,38746.96848075251,,42962.60728692333,BTCUSDT,2025-01-07
2025-01-08 17:40:44.556993,32053.959400268493,32506.477138318034,32053.959400268493,32323.869159094556,1750002.4930337896,56566851612.9135,34445.09510820025,34625.358320962994,,38495.08223284436,,42856.74919609917,BTCUSDT,2025-01-08
2025-01-09 17:40:44.556993,32323.869159094556,32323.869159094556,31365.996120584245,31499.25988369977,3903378.439129092,122953531878.55763,34047.68298040402,34327.63466027126,,38220.73625836811,,42743.739352194694,BTCUSDT,2025-01-09
2025-01-10 17:40:44.556993,31499.25988369977,31499.25988369977,31315.609331135358,31392.088782805757,1241476.9482381803,38972554580.899704,33696.2845587913,34048.0588624174,,37952.94616128723,,42630.7876052356,BTCUSDT,2025-01-10
2025-01-11 17:40:44.556993,31392.088782805757,31392.088782805757,31066.66113624274,31173.60247876786,4459769.685622529,139027087326.45624,33332.31615160282,33774.30111159363,,37687.08954628648,,42516.7857631812,BTCUSDT,2025-01-11
2025-01-12 17:40:44.556993,31173.60247876786,31310.08588718553,31078.65615988949,31194.37102353751,1247541.862016144,38916283711.126434,32983.04429849647,33528.59348415972,,37432.47313362966,,42404.124920000664,BTCUSDT,2025-01-12
2025-01-13 17:40:44.556993,31194.37102353751,31194.37102353751,31083.165398565416,31086.869202707487,4294596.459880961,133505558426.73004,32705.033423582703,33296.0483144976,,37183.625920652325,,42291.515410375854,BTCUSDT,2025-01-13
2025-01-14 17:40:44.556993,31086.869202707487,31247.86870379264,31001.38272838286,31124.62571608775,3373640.3783192234,105003294075.8665,32469.914005178736,33089.24616226809,,36946.01806949294,,42180.40208008443,BTCUSDT,2025-01-14
2025-01-15 17:40:44.556993,31124.62571608775,31565.84029137817,31088.04773343803,31326.944012408097,3922415.2499370575,122877282928.19391,32248.871477085377,32921.40786228143,,36725.66222411706,,42072.40747244586,BTCUSDT,2025-01-15
2025-01-16 17:40:44.556993,31326.944012408097,31326.944012408097,30312.873887690752,30666.342511341805,4712949.2536939755,144528916052.3522,32067.32676960389,32706.639733620512,,36488.04184322392,,41958.91428875329,BTCUSDT,2025-01-16
2025-01-17 17:40:44.556993,30666.342511341805,31557.429985776704,30666.342511341805,31390.773827634406,3099856.9843673077,97306909494.287,31927.982443902223,32581.319171145642,,36288.14897986747,,41853.75866227449,BTCUSDT,2025-01-17
2025-01-18 17:40:44.556993,31390.773827634406,31631.701500334268,31351.1891541354,31491.445327234836,3137130.024382043,98792758647.254,31850.862275610776,32477.521662201754,,36100.04295427403,,41750.651066900966,BTCUSDT,2025-01-18
2025-01-19 17:40:44.556993,31491.445327234836,31491.445327234836,31200.123957403848,31206.024910424236,1414240.0934422056,44132811585.27817,31747.673890917667,32356.42673346104,,35908.12067804462,,41645.72941360269,BTCUSDT,2025-01-19
2025-01-20 17:40:44.556993,31206.024910424236,31206.024910424236,29969.526507457358,30285.274145911415,3130299.596337679,94801981433.92244,31619.753562295264,32159.174106075363,,35687.616892470774,,41532.69005770527,BTCUSDT,2025-01-20
2025-01-21 17:40:44.556993,30285.274145911415,30512.37375015722,29679.359649267928,30095.866699712573,4416584.85026557,132920948921.5626,31448.218572728634,31962.668638802716,,35468.33257118614,,41418.890820312314,BTCUSDT,2025-01-21
2025-01-22 17:40:44.556993,30095.866699712573,30932.54715083542,30095.866699712573,30731.70709955374,5057914.431750499,155438344851.1621,31375.56600377072,31845.434206493286,,35282.58255269076,,41312.550683787355,BTCUSDT,2025-01-22
2025-01-23 17:40:44.556993,30731.70709955374,30731.70709955374,30186.21714998825,30435.156942097303,1531572.6683177091,46613654528.47621,31307.23695338951,31711.12208607462,,35092.48743070671,,41204.3179102382,BTCUSDT,2025-01-23
2025-01-24 17:40:44.556993,30435.156942097303,30435.156942097303,29581.597024654915,29869.921674326153,2123667.3864225606,63433778494.76282,31184.907555939233,31535.7696659081,,34887.68093045649,,41091.53784818932,BTCUSDT,2025-01-24
2025-01-25 17:40:44.556993,29869.921674326153,29869.921674326153,29727.938702839165,29773.291904611535,4139188.6439945567,123237271745.90314,31064.7092339158,31367.914641022715,,34687.116654933154,,40978.91848556666,BTCUSDT,2025-01-25
2025-01-26 17:40:44.556993,29773.291904611535,30281.405466414748,29773.291904611535,30054.220440809037,1485595.847289291,44648425080.38283,30958.78075715171,31242.800907669032,,34505.4344504577,,40870.21502243474,BTCUSDT,2025-01-26
2025-01-27 17:40:44.556993,30054.220440809037,30761.751652057825,30054.220440809037,30603.041669730177,4015627.4844515896,122890415236.78577,30886.234870624798,31181.87145643676,34866.380579056364,34352.39943944878,,40768.054093552106,BTCUSDT,2025-01-27
2025-01-28 17:40:44.556993,30603.041669730177,31349.802585228976,30603.041669730177,31181.7224410395,4963318.204809375,154764810648.92438,30829.127534722047,31181.857264494163,34590.015027877154,34228.05916500136,,40672.667708949986,BTCUSDT,2025-01-28
2025-01-29 17:40:44.556993,31181.7224410395,31181.7224410395,30682.666758630814,30786.887023985088,1884211.0319838936,58008992171.034485,30793.50889173631,31144.24105111235,34321.43322590595,34093.11123790268,,40574.301731985164,BTCUSDT,2025-01-29
2025-01-30 17:40:44.556993,30786.887023985088,31769.82686985982,30786.887023985088,31476.88348815332,2726972.382091312,85836591946.50015,30797.74862700369,31175.92128321149,34066.53028301966,33990.514071245845,,40483.78015741968,BTCUSDT,2025-01-30
2025-01-31 17:40:44.556993,31476.88348815332,31476.88348815332,30103.760614589657,30221.307361686508,3750787.6671673832,113353706937.8886,30750.13387114962,31085.005671637682,33782.771089645015,33842.70204341999,,40381.66600024821,BTCUSDT,2025-01-31
2025-02-01 17:40:44.556993,30221.307361686508,30555.290357116053,30221.307361686508,30513.49274698004,2944937.8028970384,89860338289.00612,30716.08995732175,31030.575869289336,33538.59785097442,33712.144816108615,,40283.47522160873,BTCUSDT,2025-02-01
2025-02-02 17:40:44.556993,30513.49274698004,30543.890958448803,29806.317985647576,30175.104472048188,3591200.1741621043,108364840435.37915,30670.501720788783,30949.102402885415,33289.044206471764,33573.43735163566,,40182.89441813052,BTCUSDT,2025-02-02
2025-02-03 17:40:44.556993,30175.104472048188,30175.104472048188,29147.039294393362,29233.701056601454,1180380.2367670068,34506882974.76712,30575.95548781447,30785.730846096467,33009.16690221701,33403.25161457549,,40073.94722050337,BTCUSDT,2025-02-03
2025-02-04 17:40:44.556993,29233.701056601454,29645.909983992067,28930.874599656185,29288.392291824126,1244862.7125346158,36460027474.178116,30474.027901785274,30643.127174261008,32753.764931988022,33241.88458231073,,39966.62826598915,BTCUSDT,2025-02-04
2025-02-05 17:40:44.556993,29288.392291824126,29605.43338251616,29288.392291824126,29555.0506769875,1852870.4902768114,54761681238.02583,30418.46331006756,30539.50084118734,32513.269890474094,33097.30286053335,,39863.030479033914,BTCUSDT,2025-02-05
2025-02-06 17:40:44.556993,29555.0506769875,29555.0506769875,28711.027889652512,28732.794992820996,1832617.7721432298,52656230747.191765,30285.564368326886,30367.4336175334,32287.067617659904,32926.145689250516,,39752.281867230806,BTCUSDT,2025-02-06
2025-02-07 17:40:44.556993,28732.794992820996,28976.204927744155,28726.330447498392,28851.26768762127,2621786.1315266876,75641853500.36949,30153.555486346206,30223.036862303674,32086.38669314309,32766.34655193172,,39643.81406444863,BTCUSDT,2025-02-07
2025-02-08 17:40:44.556993,28851.26768762127,28851.26768762127,27920.562955782643,28355.222518410264,2817513.258463849,79891215392.31361,30011.01536674551,30045.149781932872,31864.541094718803,32593.361295715196,,39531.489770458196,BTCUSDT,2025-02-08
2025-02-09 17:40:44.556993,28355.222518410264,28355.222518410264,26650.47046902102,27040.746540182274,1740053.6364101884,47052349348.49039,29848.788986459054,29759.01613986139,31636.954881221245,32375.611697459004,,39407.203768166895,BTCUSDT,2025-02-09
2025-02-10 17:40:44.556993,27040.746540182274,27040.746540182274,26495.25476384799,26759.511636019288,2455730.8137583756,65714157285.698364,29681.971233274387,29473.349044257382,31403.085701490887,32155.37247936333,,39281.356085259955,BTCUSDT,2025-02-10
2025-02-11 17:40:44.556993,26759.511636019288,26829.01419013753,26294.675950761593,26561.845070449563,1397476.0469647853,37119542249.14292,29473.478131819178,29196.06295151378,31170.726441186584,31936.018463327495,,39154.79378660512,BTCUSDT,2025-02-11
2025-02-12 17:40:44.556993,26561.845070449563,26924.59441976163,26561.845070449563,26785.05590216915,4009604.5888626785,107397483058.2808,29290.973079822772,28966.443232528574,30973.485825210315,31734.019931517367,,39031.711817605756,BTCUSDT,2025-02-12
2025-02-13 17:40:44.556993,26785.05590216915,26785.05590216915,26000.374714283826,26004.291560687972,4326418.949592175,112505459778.88031,29097.691574140867,28684.333549496136,30777.031374740727,31509.324701288762,,38902.08574539762,BTCUSDT,2025-02-13
2025-02-14 17:40:44.556993,26004.291560687972,26004.291560687972,25233.154709998922,25400.471047150593,1488368.457543216,37805259913.31864,28879.050531267818,28371.58473974894,30570.084904198236,31269.76181289119,,38767.74132053945,BTCUSDT,2025-02-14
2025-02-15 17:40:44.556993,25400.471047150593,25439.837836536615,24817.355226564698,25128.59653155066,1551258.5239914402,38980949565.5097,28632.769335804896,28062.728719920535,30386.712101609817,31028.931801858227,,38632.028437066925,BTCUSDT,2025-02-15
2025-02-16 17:40:44.556993,25128.59653155066,25341.941080679266,24404.519248946857,24873.230164813063,3982574.859635124,99059501132.30252,28346.278760559042,27758.96695276744,30200.623498072728,30787.531737660378,,38495.124971671365,BTCUSDT,2025-02-16
2025-02-17 17:40:44.556993,24873.230164813063,25375.446285701055,24873.230164813063,25192.162776021494,2134288.2077808618,53767335941.35866,28046.80077730814,27514.509412124968,30043.789779731876,30568.105503870618,,38362.75718863008,BTCUSDT,2025-02-17
2025-02-18 17:40:44.556993,25192.162776021494,25461.552826109546,24962.152910256907,25211.85286818323,3762931.4806056446,94870474842.08438,27768.04906951805,27295.20878889242,29882.630985009815,30358.056380902486,,38231.9024192724,BTCUSDT,2025-02-18
2025-02-19 17:40:44.556993,25211.85286818323,25297.701356283054,24380.887980156404,24839.29466821973,3770574.4930346254,93658410900.96028,27436.16962852137,27061.312205971215,29722.543264007018,30141.634352954145,,38098.642640654965,BTCUSDT,2025-02-19
2025-02-20 17:40:44.556993,24839.29466821973,25123.346249605067,23892.31444282914,24507.830346217102,4301170.1155792605,105412347482.83553,27150.495777747896,26818.123457423204,29542.168541110455,29920.70086249387,,37963.41067752623,BTCUSDT,2025-02-20
2025-02-21 17:40:44.556993,24507.830346217102,24971.732453743727,24507.830346217102,24938.865272797775,2127849.7408574573,53066158008.001785,26871.764404038782,26639.14648745888,29397.25067699218,29725.334760937163,,37833.81321081252,BTCUSDT,2025-02-21
2025-02-22 17:40:44.556993,24938.865272797775,24938.865272797775,24582.001822652917,24707.986995925385,2037075.6728515266,50332039234.53147,26598.408530232642,26455.22653588426,29255.375657916255,29528.57602505435,,37703.2079748435,BTCUSDT,2025-02-22
2025-02-23 17:40:44.556993,24707.986995925385,24707.986995925385,24141.275018151977,24398.922414573186,2983576.0362880016,72796040227.37074,26356.66959813123,26259.388048140347,29097.023913741083,29327.41313836882,,37570.827023995036,BTCUSDT,2025-02-23
2025-02-24 17:40:44.556993,24398.922414573186,24949.461727903396,24133.384163306444,24541.422945604918,3246219.9299541777,79666856275.45744,26119.32113082027,26095.772324089354,28944.307205751575,29139.727248456507,,37441.18121226976,BTCUSDT,2025-02-24
2025-02-25 17:40:44.556993,24541.422945604918,24831.538510741182,24541.422945604918,24707.10590056195,4069920.219194437,100555949862.47525,25876.923891998995,25963.518378991506,28794.993524241,28965.89896030378,,37314.473995237844,BTCUSDT,2025-02-25
2025-02-26 17:40:44.556993,24707.10590056195,24882.90400099044,24707.10590056195,24881.97426084965,4858765.040689642,120895666681.95576,25684.382855400425,25860.51417726371,28651.553821452624,28805.74505052127,,37190.76753021906,BTCUSDT,2025-02-26
2025-02-27 17:40:44.556993,24881.97426084965,25425.850424105414,24881.97426084965,25369.249693960886,1067826.845901079,27089965883.579166,25510.281955717408,25813.727083615824,28512.46143214995,28670.980526734587,,37073.14048707222,BTCUSDT,2025-02-27
2025-02-28 17:40:44.556993,25369.249693960886,25589.969782280255,24863.9303036125,25226.950042946377,4556909.044634251,114956916819.23875,25353.868331944213,25757.84355593302,28387.015235334886,28535.9205077625,,36955.26794533962,BTCUSDT,2025-02-28
2025-03-01 17:40:44.556993,25226.950042946377,25226.950042946377,24927.136475936713,24945.987338161252,2580740.9293317017,64379130546.183136,25249.13037184316,25680.523916145234,28258.093206441994,28395.138814836962,,36835.77261591496,BTCUSDT,2025-03-01
2025-03-02 17:40:44.556993,24945.987338161252,25668.935445186915,24945.987338161252,25362.604536197803,4637325.494186136,117614652614.671,25179.28501685209,25650.245879959763,28141.873247590593,28276.215901949152,,36721.611739499866,BTCUSDT,2025-03-02
2025-03-03 17:40:44.556993,25362.604536197803,26386.400237628557,25199.46385247843,25792.932045053494,3158822.236118404,81475287278.60593,25140.83936558228,25663.835038540117,28033.844468020907,28178.83222128658,,36612.86865796309,BTCUSDT,2025-03-03
2025-03-04 17:40:44.556993,25792.932045053494,25792.932045053494,25490.463118902284,25526.529774481965,3342987.0105259866,85334857459.89806,25077.913059197926,25650.758346725055,27922.637679456402,28074.820360627575,,36502.55682827671,BTCUSDT,2025-03-04
2025-03-05 17:40:44.556993,25526.529774481965,26440.504558749777,25526.529774481965,26401.81747403119,2847700.2217978435,75184461476.66481,25097.789354865086,25722.287787420875,27828.181514615273,28009.21240429046,,36402.05195908024,BTCUSDT,2025-03-05
2025-03-06 17:40:44.556993,26401.81747403119,26401.81747403119,26036.91964465228,26094.35849873262,1687757.7423961638,44040955589.097115,25132.48372744419,25757.723093260087,27723.52980434176,27934.120094268586,,36299.48784504693,BTCUSDT,2025-03-06
2025-03-07 17:40:44.556993,26094.35849873262,26564.668719057263,25899.17064965755,26231.919684357406,3194899.2039701915,83808339318.16348,25187.649885084524,25802.88467336459,27634.84134780207,27867.36713701717,,36199.313037477885,BTCUSDT,2025-03-07
2025-03-08 17:40:44.556993,26231.919684357406,26904.841789604387,25888.237358401966,26396.539574003178,1365988.0162265426,36057356727.93803,25263.81535554403,25859.42323533017,27534.956662729448,27809.687624742113,,36101.77300301545,BTCUSDT,2025-03-08
2025-03-09 17:40:44.556993,26396.539574003178,26606.726308388763,26252.287520783426,26429.506914586094,1178596.5027234422,31149724418.236202,25325.682562472262,25913.716919068833,27433.71789447647,27755.562891010508,,36005.53154939924,BTCUSDT,2025-03-09
2025-03-10 17:40:44.556993,26429.506914586094,26722.891471613053,26365.47344386032,26544.182457736686,1401193.8109700528,37193544177.04049,25392.299041949933,25973.761256084817,27340.481045422723,27708.05777598016,,35911.38877236777,BTCUSDT,2025-03-10
2025-03-11 17:40:44.556993,26544.182457736686,26544.182457736686,25834.836033545114,25883.833506593754,3994690.8737713746,103397913487.00778,25444.525983868632,25965.196708514242,27252.452232636373,27636.519569337557,,35811.612103056585,BTCUSDT,2025-03-11
2025-03-12 17:40:44.556993,25883.833506593754,25883.833506593754,24567.1315397018,24654.885664067253,2126050.763694264,52417538494.88494,25451.87874976114,25840.405180471673,27143.632611923465,27519.59274952304,,35700.599899683555,BTCUSDT,2025-03-12
2025-03-13 17:40:44.556993,24654.885664067253,25361.174534466507,24654.885664067253,25162.86278627707,2592626.351132592,65237901129.63561,25463.078625435108,25775.87733340552,27032.25572565793,27427.17196665065,,35595.74679407752,BTCUSDT,2025-03-13
2025-03-14 17:40:44.556993,25162.86278627707,25338.601444205447,25162.86278627707,25324.338599317667,2063917.9730204144,52267357589.98636,25493.89620560472,25732.87364444477,26930.039358802336,27344.70791302975,,35493.54372746299,BTCUSDT,2025-03-14
2025-03-15 17:40:44.556993,25324.338599317667,25790.674907715682,25324.338599317667,25666.587295098656,1704394.225034522,43745983162.11058,25557.279449630994,25726.56065879276,26845.972671217787,27278.899261346178,,35395.76306644444,BTCUSDT,2025-03-15
2025-03-16 17:40:44.556993,25666.587295098656,25887.617440230348,25203.72431255336,25545.670876391854,2168517.111694788,55396224425.17893,25607.491846170342,25709.333060468867,26761.42025065339,27210.92952075973,,35297.752198881724,BTCUSDT,2025-03-16
2025-03-17 17:40:44.556993,25545.670876391854,26203.88961030152,25545.670876391854,26080.546843452197,4749752.214582072,123876135127.19853,25676.163893314853,25744.686754086324,26681.946778706257,27166.6007883163,,35206.03871275805,BTCUSDT,2025-03-17
2025-03-18 17:40:44.556993,26080.546843452197,26465.12829380221,26080.546843452197,26303.067678139636,3491887.839613481,91847362169.82619,25747.21856417935,25797.86588971045,26595.947298874446,27132.736744779962,,35117.45193629418,BTCUSDT,2025-03-18
2025-03-19 17:40:44.556993,26303.067678139636,27091.953666998626,25976.147426325468,26534.05054666205,4489866.081646218,119134333558.14423,25805.45860681441,25867.97871418203,26502.993860986895,27109.25885465769,,35032.04495729286,BTCUSDT,2025-03-19
2025-03-20 17:40:44.556993,26534.05054666205,26968.426952295293,26534.05054666205,26888.088071767037,3308282.5823415043,88953393440.29124,25888.515508255445,25965.131986332985,26425.017881942535,27100.585490622765,,34951.010560421964,BTCUSDT,2025-03-20
2025-03-21 17:40:44.556993,26888.088071767037,28109.968305452472,26877.74671774492,27493.857511598697,2446348.835923945,67259566318.55829,26015.90901692732,26110.724893501145,26345.35736241144,27116.007922817902,,34876.81003257298,BTCUSDT,2025-03-21
2025-03-22 17:40:44.556993,27493.857511598697,27493.857511598697,27285.25376158792,27374.186247874877,3465803.0561618214,94873538357.82765,26116.488102511168,26231.05454629864,26288.414940135215,27126.132563016217,,34802.157059590914,BTCUSDT,2025-03-22
2025-03-23 17:40:44.556993,27374.186247874877,27374.186247874877,26617.380016166662,26797.421791040633,1356825.3281214198,36359420614.43679,26166.712589810526,26284.994283893117,26214.09352101642,27113.241944507372,,34722.507952441156,BTCUSDT,2025-03-23
2025-03-24 17:40:44.556993,26797.421791040633,27071.551725374244,26772.991918970398,26922.27182217232,4264547.7772761285,114811314458.4687,26236.499692195044,26345.68738277685,26149.036868018902,27105.752920102077,,34644.89366258773,BTCUSDT,2025-03-24
2025-03-25 17:40:44.556993,26922.27182217232,27534.8278726345,26922.27182217232,27286.219440513247,3880974.1396324076,105897112016.96696,26280.719790519146,26435.261864466032,26110.08723569714,27112.830038549575,,34571.67302356212,BTCUSDT,2025-03-25
2025-03-26 17:40:44.556993,27286.219440513247,27501.308396860506,26772.32328381234,27136.815840336425,1860696.5072219751,50493378451.23995,26332.842657599336,26502.07652883464,26067.055706667386,27113.77065822749,,34497.694345122065,BTCUSDT,2025-03-26
2025-03-27 17:40:44.556993,27136.815840336425,27287.689380316,26265.384785265265,26776.53708279063,1516218.4266956076,40599078928.025406,26360.073527520995,26528.2156292114,26011.48543478345,27100.54581213193,,34420.866909675984,BTCUSDT,2025-03-27
2025-03-28 17:40:44.556993,26776.53708279063,26776.53708279063,26361.08734253548,26364.094804986813,1851124.6406018334,48803225520.673874,26358.45128907018,26512.585074523344,25964.111431026766,27071.665380479182,,34340.70002306216,BTCUSDT,2025-03-28
2025-03-29 17:40:44.556993,26364.094804986813,26595.25887257239,26364.094804986813,26493.519412717353,4356816.167697165,115427393716.52567,26361.65191397674,26510.769297208488,25916.956465528685,27048.99298958656,,34262.61862395425,BTCUSDT,2025-03-29
2025-03-30 17:40:44.556993,26493.519412717353,27388.981213635114,26493.519412717353,27159.697041000447,1733584.4831524375,47083629357.39954,26392.427643139927,26572.571939474386,25893.045955980495,27053.334324936128,,34191.94278730795,BTCUSDT,2025-03-30
2025-03-31 17:40:44.556993,27159.697041000447,27417.118331967842,27025.85824563388,27221.48828880086,4248101.612188313,115639648285.82022,26459.31038225029,26634.3734965531,25896.660790952865,27059.928598028862,,34122.585031103896,BTCUSDT,2025-03-31
2025-04-01 17:40:44.556993,27221.48828880086,27514.820578780535,26955.73901667078,27235.27979772566,4913148.746062897,133810980786.86798,26588.33008893321,26691.602668093343,25906.176154186993,27066.805115664032,,34054.05463077178,BTCUSDT,2025-04-01
2025-04-02 17:40:44.556993,27235.27979772566,27235.27979772566,26344.895754148056,26538.736329300336,3543618.4108679662,94043154657.67921,26657.12376608437,26677.043969160677,25905.71397936401,27046.096535806635,,33979.27534418998,BTCUSDT,2025-04-02
2025-04-03 17:40:44.556993,26538.736329300336,27106.351745272754,26538.736329300336,27073.276515888163,3650567.985836449,98832836520.59909,26744.570661912894,26714.780402182343,25911.478391638386,27047.16241737846,,33910.55893793822,BTCUSDT,2025-04-03
2025-04-04 17:40:44.556993,27073.276515888163,27073.276515888163,26953.39936779809,26996.58555938937,1876857.6873220953,50668749138.5886,26811.07057512743,26741.618988583014,25931.324271612415,27045.17901118281,,33841.76318292779,BTCUSDT,2025-04-04
2025-04-05 17:40:44.556993,26996.58555938937,27730.59598620192,26527.79298785662,27129.194487029272,3510547.745749815,95238332550.44891,26890.2467556593,26778.530940815992,25965.898740409986,27048.47373572581,,33774.97145461039,BTCUSDT,2025-04-05
2025-04-06 17:40:44.556993,27129.194487029272,27776.745169802558,27129.194487029272,27757.712919985108,3164936.2606062517,87851392131.9595,26974.105059485948,26871.786367403525,26018.481068178677,27076.287037069313,,33715.0982353604,BTCUSDT,2025-04-06
